Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
473,180,2,35,3675,1,1.5292,1,1,1,1,1,4,1,1,2,4,6,5,2005,2005,1,1,1,1,2,80,1,1,1,2,1,3,2,459,1,0,88,547,1,1,1,1,1072,0,0,1072,1,0,1,0,2,1,1,5,1,0,-0.17561,4,2005,2,2,525,1,1,1,0,28,0,0,0,0,0.86727,1.3602,0.92893,0,6,2008,1,1,148000
474,20,1,110,14977,1,0.92782,2,1,1,1,1,7,1,1,1,1,8,5,2006,2007,1,1,1,1,2,304,2,1,1,3,1,3,2,1350,1,0,626,1976,1,1,1,1,1976,0,0,1976,1,0,2,0,2,1,2,7,1,1,4,1,2006,2,3,908,1,1,1,250,63,0,0,0,0,0.88061,0.87079,0.7777,0,7,2007,2,2,440000
475,120,1,41,5330,1,1.3506,1,1,1,1,1,19,1,1,2,1,8,5,2000,2000,1,1,6,6,1,0,2,1,1,2,1,2,2,1196,1,0,298,1494,1,1,1,1,1652,0,0,1652,1,0,2,0,2,1,3,6,1,0,-1.0086,1,2000,2,2,499,1,1,1,96,48,0,0,0,0,0.98563,1.5402,1.0059,0,8,2007,1,1,251000
476,20,1,80,8480,1,0.92555,1,1,1,2,1,8,1,1,1,1,5,6,1963,1963,2,1,2,3,1,0,1,1,2,1,1,1,2,630,1,0,340,970,1,2,1,1,970,0,0,970,1,0,1,0,2,1,1,5,1,0,0.21186,2,1996,1,2,624,1,1,1,0,24,0,0,192,0,1.1941,2.7565,1.0566,0,7,2007,1,1,132500
477,20,1,75,13125,1,0.911,1,1,1,1,2,2,1,1,1,1,6,5,1997,1998,1,1,1,1,2,215,1,1,1,2,1,3,2,994,1,0,484,1478,1,1,1,1,1493,0,0,1493,1,0,2,0,3,1,2,7,1,1,2,1,1997,3,2,508,1,1,1,140,39,0,0,0,0,1.0161,1.11,0.93374,0,4,2008,1,1,208900
478,60,1,105,13693,1,1.3947,1,1,1,1,1,7,1,1,1,2,9,5,2006,2006,2,1,1,1,2,772,3,1,1,2,1,2,1,0,1,0,2153,2153,1,1,1,1,2069,574,0,2643,0,0,2,1,3,1,3,9,1,1,1,3,2006,3,3,694,1,1,1,414,84,0,0,0,0,0.74128,2.5183,0.90571,0,3,2007,1,1,380000
479,20,1,79,10637,1,1.0098,1,1,1,1,1,2,1,1,1,1,8,5,2007,2008,2,1,1,1,3,336,2,1,1,3,1,3,2,1288,1,0,417,1705,1,1,1,1,1718,0,0,1718,1,0,2,0,3,1,2,7,1,1,1,1,2007,2,3,826,1,1,1,208,44,0,0,0,0,1.0443,0.44803,0.92618,0,9,2009,1,1,297000
480,30,2,50,5925,1,1.0083,1,2,1,1,1,3,1,1,1,1,4,7,1937,2000,2,1,9,8,4,435,1,1,3,4,1,1,5,168,1,0,739,907,1,2,1,1,1131,0,0,1131,0,0,1,0,2,1,1,7,1,0,0.6442,2,1995,1,2,672,1,1,1,0,72,0,0,0,0,0.85187,1,0.981,0,3,2007,1,5,89471
481,20,1,98,16033,1,1.0074,2,1,1,4,1,7,1,1,1,1,9,5,2004,2005,2,1,1,1,2,378,2,1,1,3,1,3,2,1261,1,0,572,1833,1,1,1,1,1850,0,0,1850,1,0,2,0,3,1,2,8,1,1,1,1,2004,3,3,772,1,1,1,519,112,0,0,0,0,0.77684,1.6638,0.78047,0,3,2006,1,1,326000
482,20,1,72,11846,1,1.2876,2,3,1,1,1,7,1,1,1,1,9,5,2003,2004,2,1,1,1,2,562,2,1,1,3,1,3,2,1567,1,0,225,1792,1,1,1,1,1792,0,0,1792,1,0,2,0,2,1,3,6,1,1,1,1,2003,3,3,874,1,1,1,206,49,0,0,0,0,0.96866,-0.24688,0.90829,0,8,2006,1,1,374000
483,70,2,50,2500,1,2,1,1,1,2,1,3,1,1,1,2,7,8,1915,2005,1,1,9,8,1,0,2,1,1,1,1,1,3,299,1,0,611,910,1,1,1,1,916,910,0,1826,1,0,1,1,4,1,3,7,2,1,1,1,1915,1,1,164,2,2,1,0,0,0,0,0,0,1.0134,1.5147,0.82105,0,6,2009,1,1,155000
484,120,2,32,4500,1,1.5518,1,1,1,4,1,13,1,1,4,1,6,5,1998,1998,2,1,1,1,2,116,1,1,1,3,1,1,2,897,1,0,319,1216,1,1,1,1,1216,0,0,1216,1,0,2,0,2,1,1,5,1,0,0.97002,1,1998,1,2,402,1,1,1,0,125,0,0,0,0,0.98366,-0.094473,0.99476,0,5,2006,1,1,164000
485,20,1,59.991,7758,1,1.0118,2,1,1,2,1,8,1,1,1,1,5,7,1962,2001,1,1,2,5,1,0,1,2,2,1,1,1,3,588,1,0,411,999,1,3,1,1,999,0,0,999,1,0,1,0,3,1,2,6,1,0,0.68704,2,1963,1,1,264,1,1,1,0,132,0,0,0,0,1.0665,1.2382,1.0179,0,3,2007,1,1,132500
486,20,1,80,9600,1,1.1233,1,1,1,1,1,1,1,1,1,1,5,7,1950,2007,1,1,3,2,1,0,2,1,2,1,1,1,3,607,1,0,506,1113,1,3,1,1,1113,0,0,1113,0,0,1,0,3,1,2,5,1,1,1,1,1950,1,1,264,1,1,1,0,80,120,0,0,0,1.0773,1.524,0.88527,0,7,2009,1,1,147000
487,20,1,79,10289,1,0.8981,1,1,1,1,1,1,1,1,1,1,5,7,1965,1965,2,1,3,2,2,168,1,1,2,1,1,1,3,836,1,0,237,1073,1,2,1,1,1073,0,0,1073,1,0,1,1,3,1,1,6,1,0,-0.061236,1,1965,2,2,515,1,1,1,0,0,0,0,0,0,0.94333,2.2666,1.0109,0,6,2007,1,1,156000
488,20,1,70,12243,1,0.88031,2,1,1,1,1,9,1,1,1,1,5,6,1971,1971,1,1,5,5,1,0,1,1,2,2,1,2,3,998,1,0,486,1484,1,3,1,1,1484,0,0,1484,0,0,2,0,3,1,1,7,1,1,2,1,1971,1,2,487,1,1,1,224,0,0,0,180,0,1.1853,0.55912,1.0605,0,2,2007,1,1,175000
489,190,1,60,10800,1,1.1653,1,1,1,2,1,3,1,1,5,3,5,4,1900,1970,1,1,4,4,1,0,1,3,2,1,3,1,4,664,1,0,290,954,1,2,2,2,1766,648,0,2414,0,0,2,0,3,2,1,10,4,1,1,1,1970,1,2,520,1,2,2,142,0,0,0,0,0,0.89483,2.2994,0.99617,0,5,2006,4,1,160000
490,180,2,21,1526,1,1.3692,1,1,1,1,1,20,1,1,4,5,4,8,1970,2002,1,1,6,6,1,0,1,2,2,2,1,2,2,515,1,0,115,630,1,2,1,1,630,0,0,630,1,0,1,0,1,1,2,3,1,0,0.98099,1,1970,1,1,286,1,1,1,0,0,0,0,0,0,0.76814,0.36308,0.97601,0,5,2009,1,1,86000
491,160,2,60.031,2665,1,1.1621,1,1,1,1,1,20,1,1,2,2,5,6,1976,1976,1,1,6,6,1,0,1,1,1,2,1,4,1,0,1,0,264,264,1,2,1,1,616,688,0,1304,0,0,1,1,3,1,1,4,1,1,1,3,1976,3,1,336,1,1,1,141,24,0,0,0,0,0.85489,1.0652,0.78508,0,6,2008,1,1,115000
492,50,1,79,9490,1,0.84473,1,1,1,1,1,1,3,1,1,3,6,7,1941,1950,1,1,4,4,1,0,1,1,2,1,1,1,4,403,2,165,238,806,1,2,1,2,958,620,0,1578,1,0,1,0,3,1,4,5,1,2,2,1,1941,1,1,240,1,1,1,0,0,32,0,0,0,1.0963,1,1.0336,0,8,2006,1,1,133000
493,60,1,105,15578,1,1.0133,2,1,1,2,1,6,1,1,1,2,6,5,2006,2006,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,728,728,1,3,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,0,0.59407,1,2006,2,2,429,1,1,1,0,0,0,0,0,0,1.0568,2.1268,1.1333,0,5,2006,2,2,172785
494,20,1,70,7931,1,0.8125,1,1,1,1,1,1,1,1,1,1,5,6,1960,1960,1,1,7,4,1,0,1,1,2,1,1,1,4,374,3,532,363,1269,1,2,1,2,1269,0,0,1269,0,0,1,1,3,1,1,6,1,1,3,2,1964,1,1,308,1,1,1,0,0,0,0,0,0,1.1031,1.9005,1.037,0,6,2008,1,1,155000
495,30,2,50,5784,1,1.1186,1,1,1,1,1,3,3,1,1,1,5,8,1938,1996,1,1,3,2,1,0,1,1,3,4,1,1,1,0,1,0,190,190,1,3,1,2,886,0,0,886,0,0,1,0,2,1,1,4,1,0,0.99706,1,1938,1,1,273,1,1,1,144,20,80,0,0,0,1.075,0.047567,0.92584,0,12,2009,1,1,91300
496,30,5,60,7879,1,1.915,1,1,1,1,1,16,1,1,1,1,4,5,1920,1950,1,1,4,4,1,0,1,1,2,1,1,1,5,495,1,0,225,720,1,2,2,2,720,0,0,720,0,0,1,0,2,1,1,4,1,0,1.6266,1.3642,2005,1.7805,0,0,1.1688,1.1292,2,0,523,115,0,0,0,0.66648,3,0.79409,0,11,2009,1,3,34900
497,20,1,59.968,12692,1,1.6709,2,1,1,1,1,14,1,1,1,1,8,5,1992,1993,2,1,7,9,1,0,2,1,1,2,1,1,2,1231,1,0,1969,3200,1,1,1,1,3228,0,0,3228,1,0,3,0,4,1,2,10,1,1,1,1,1992,2,2,546,1,1,1,264,75,291,0,0,0,0.78158,-0.14246,0.9638,0,5,2007,1,1,430000
498,50,1,60,9120,1,2,1,1,1,1,1,11,1,1,1,3,7,6,1925,1950,1,1,4,4,1,0,1,2,1,1,1,1,5,329,1,0,697,1026,1,1,1,1,1133,687,0,1820,1,0,2,0,4,1,1,8,1,0,-2.3132,2,1925,1,1,240,1,1,2,0,100,0,0,0,0,0.92279,2,0.9161,0,6,2008,1,1,184000
499,20,1,65,7800,1,1.0683,1,1,1,1,1,8,1,1,1,1,5,7,1967,2004,2,1,2,3,2,89,1,1,1,1,1,1,3,450,1,0,414,864,1,1,1,1,899,0,0,899,0,0,1,0,3,1,2,5,1,0,-0.23305,1,1967,3,1,288,1,1,1,64,0,0,0,0,0,1.0352,1,0.92019,0,6,2009,1,1,130000
500,20,1,70,7535,1,1.0006,2,1,1,1,1,1,1,1,1,1,5,7,1958,1985,1,1,3,2,1,0,1,1,2,1,1,1,4,111,3,279,522,912,1,4,1,1,912,0,0,912,0,1,1,0,2,1,1,5,1,0,-0.32979,1,1958,3,1,297,1,1,1,12,285,0,0,0,0,0.99957,4,1,480,6,2007,1,1,120000
501,160,2,21,1890,1,1.4953,1,1,1,1,1,22,1,1,4,2,6,5,1973,1973,1,1,2,3,2,285,1,1,2,1,1,1,4,356,1,0,316,672,1,2,1,1,672,546,0,1218,0,0,1,1,3,1,1,7,1,0,0.027212,2,1973,1,1,264,1,1,1,144,28,0,0,0,0,1.1012,1.689,1.1877,0,5,2007,1,1,113000
502,60,3,75,9803,1,1.9101,1,1,1,1,1,5,1,1,1,2,7,5,2005,2005,1,1,1,1,1,0,2,1,1,2,1,1,2,400,1,0,466,866,1,3,1,1,866,902,0,1768,0,0,2,1,3,1,2,7,1,0,1.1411,1,2005,2,2,603,1,1,1,0,108,0,0,0,0,1.2281,1.0581,1.0605,0,2,2008,1,1,226700
503,20,1,70,9170,1,1.0524,1,1,1,2,1,4,2,1,1,1,5,7,1965,1965,2,1,3,2,1,0,1,1,2,1,1,1,3,698,6,96,420,1214,1,1,1,1,1214,0,0,1214,1,0,1,0,2,1,1,6,1,0,0.14358,2,1965,1,2,461,2,2,1,0,0,184,0,0,0,1.0408,2,1,400,4,2007,1,1,140000
504,20,1,100,15602,1,0.88848,2,1,1,1,1,12,1,1,1,1,7,8,1959,1997,1,1,7,4,1,0,1,1,2,1,1,1,3,1247,1,0,254,1501,1,2,1,1,1801,0,0,1801,1,0,2,0,1,1,1,6,1,2,2,1,1959,3,2,484,1,1,1,0,54,0,0,161,0,1.1262,3,0.73577,0,3,2010,1,1,289000
505,160,1,24,2308,1,1.0412,1,1,1,1,1,24,1,1,2,2,6,5,1974,1974,1,1,5,12,1,0,1,1,2,1,1,1,3,257,2,495,103,855,1,2,1,1,855,467,0,1322,0,1,2,1,3,1,1,6,1,1,3,1,1974,1,2,440,1,1,1,260,0,0,0,0,0,1.1888,0.92971,1.2326,0,6,2009,1,1,147000
506,90,2,60,7596,1,1,1,1,1,1,1,3,3,1,3,2,5,5,1952,1952,2,1,4,4,2,360,1,1,2,1,1,1,1,0,1,0,960,960,1,3,1,1,960,1000,0,1960,0,0,2,0,4,2,1,10,1,0,-0.6323,2,1952,1,2,400,1,1,2,0,0,0,0,0,0,1.1562,1.2778,1.348,0,7,2009,3,1,124500
507,60,1,80,9554,1,0.97128,2,1,1,1,1,10,1,1,1,2,8,5,1993,1994,1,1,1,1,2,125,2,1,1,2,1,1,2,380,1,0,397,777,1,1,1,1,1065,846,0,1911,0,0,2,1,3,1,2,8,1,1,2,1,1993,2,2,471,1,1,1,182,81,0,0,0,0,1.0618,1.3964,0.99708,0,9,2006,1,1,215000
508,20,3,75,7862,1,1.8583,2,1,1,1,1,5,1,1,1,1,6,5,2009,2009,1,1,1,1,1,0,2,1,1,2,1,1,2,27,1,0,1191,1218,1,1,1,1,1218,0,0,1218,0,0,2,0,2,1,2,4,1,0,1.3403,1,2009,3,2,676,1,1,1,0,102,0,0,0,0,0.88394,0.30983,0.83107,0,9,2009,2,2,208300
509,70,2,60,9600,1,1.694,1,1,1,1,1,3,1,1,1,2,7,9,1928,2005,4,1,3,2,1,0,1,4,3,1,1,1,5,141,1,0,548,689,1,1,1,1,689,689,0,1378,0,0,2,0,3,1,2,7,1,1,1,2,1928,1,2,360,1,1,2,0,0,116,0,0,0,0.76052,2.158,0.98433,0,10,2008,1,1,161000
510,20,1,80,9600,1,0.7206,1,1,1,2,1,1,1,1,1,1,5,6,1959,1959,1,1,3,2,2,132,1,1,2,1,1,1,3,991,1,0,50,1041,1,1,1,1,1041,0,0,1041,1,0,1,0,3,1,1,6,1,0,-0.76581,1,1959,2,1,270,1,1,1,224,88,0,0,0,0,0.87353,1,0.84023,0,7,2009,1,1,124500
511,20,1,75,14559,1,0.47091,1,1,1,1,1,1,1,1,1,1,5,7,1951,2000,2,1,4,4,4,70,2,1,2,1,1,1,4,650,2,180,178,1008,1,1,1,1,1363,0,0,1363,1,0,1,0,2,1,1,6,3,2,2,5,1951,1,1,288,1,1,1,324,42,0,0,168,0,1.4189,1.9422,1,2000,6,2009,1,1,164900
512,120,1,40,6792,1,1.2397,2,1,1,1,1,7,1,1,2,1,7,5,2005,2006,1,1,1,1,3,94,2,1,1,2,1,1,1,0,1,0,1368,1368,1,1,1,1,1368,0,0,1368,0,0,2,0,2,1,2,6,1,1,1,1,2005,2,2,474,1,1,1,132,35,0,0,0,0,0.98559,0.47228,0.98276,0,3,2006,2,2,202665
513,20,1,70,9100,1,0.967,1,1,1,2,1,1,2,1,1,1,5,5,1958,1958,1,1,1,1,1,0,1,1,2,1,1,1,4,521,3,174,169,864,1,2,1,1,864,0,0,864,1,0,1,0,3,1,1,5,1,0,0.54744,2,1964,1,2,624,1,1,1,0,0,0,0,0,0,1.1736,2.0672,0.97701,0,7,2006,1,1,129900
514,20,1,71,9187,1,1.3792,1,2,1,2,1,13,1,1,1,1,6,5,1983,1983,1,1,1,1,1,0,1,2,1,1,1,1,3,336,1,0,748,1084,1,2,1,1,1080,0,0,1080,0,0,1,1,3,1,1,5,1,0,0.69115,1,1983,1,2,484,1,1,1,120,0,158,0,0,0,1.0402,1.078,0.92687,0,6,2007,1,1,134000
515,45,1,55,10594,1,0.99113,1,1,1,1,1,12,1,1,1,6,5,5,1926,1950,1,1,4,4,1,0,1,1,3,1,1,1,1,0,1,0,768,768,3,4,2,1,789,0,0,789,0,0,1,0,2,1,1,5,1,0,-0.12556,2,1926,1,1,200,5,4,1,0,0,112,0,0,0,0.88885,1,0.98151,0,6,2007,1,1,96500
516,20,1,94,12220,1,1.0757,1,1,1,1,1,7,1,1,1,1,10,5,2009,2009,2,1,6,6,2,305,3,1,2,3,1,1,2,1436,1,0,570,2006,1,1,1,1,2020,0,0,2020,1,0,2,1,3,1,3,9,1,1,1,1,2009,3,3,900,1,1,1,156,54,0,0,0,0,0.9276,2.0936,1.0484,0,9,2009,2,2,402861
517,80,1,59.986,10448,1,1.0193,2,1,1,2,1,9,1,1,1,4,6,6,1972,1972,1,1,2,3,2,333,1,1,2,1,1,1,1,0,1,0,689,689,1,2,1,1,1378,741,0,2119,0,0,2,1,3,1,1,7,1,1,2,1,1972,2,2,583,1,1,1,0,104,0,0,0,0,0.77545,2,0.89078,0,8,2009,3,3,158000
518,60,1,79,10208,1,1.2099,2,1,1,1,1,14,1,1,1,2,7,5,1996,1997,1,1,1,1,2,921,2,1,1,2,1,1,1,0,1,0,1264,1264,1,1,1,1,1277,1067,0,2344,0,0,2,1,3,1,2,7,1,1,2,1,1996,2,3,889,1,1,1,220,0,0,0,0,0,0.98417,0.99911,0.89922,0,7,2009,1,1,265000
519,60,1,59.977,9531,1,1.1017,2,1,1,3,1,2,1,1,1,2,6,5,1998,1998,1,1,1,1,1,0,1,1,1,2,1,4,2,706,1,0,88,794,1,1,1,1,882,914,0,1796,1,0,2,1,3,1,1,7,1,0,-0.042826,1,1998,2,2,546,1,1,1,0,36,0,0,0,0,1.0028,1,0.94463,0,5,2007,1,1,211000
520,70,1,53,10918,1,1.1488,1,1,1,1,1,12,1,1,1,2,7,9,1926,2004,4,1,3,2,1,0,2,1,3,2,1,1,1,0,1,0,1276,1276,1,1,1,1,1276,804,0,2080,0,0,1,1,3,1,2,9,1,2,1,2,1926,1,1,282,1,1,1,0,0,0,0,145,0,1.0342,1,1.135,0,6,2009,1,1,234000
521,190,1,60,10800,1,1,1,1,1,1,1,3,1,1,5,2,4,7,1900,2000,1,1,3,2,1,0,1,1,3,4.0758,1.5723,0.45791,0.92061,0,1.5415,0,0,0,1,2,2,2,694,600,0,1294,0,0,2,0,3,2,1,7,1,0,1.413,1.4602,2005,-1.4326,0,0,1.586,1.4518,2,220,114,210,0,0,0,0.97028,-0.10591,0.99453,0,8,2008,1,1,106250
522,20,1,90,11988,1,0.88616,2,1,1,2,1,1,2,1,1,1,6,6,1957,1957,1,1,1,1,1,0,1,1,2,1,1,1,5,777,1,0,467,1244,1,1,1,2,1244,0,0,1244,0,0,1,1,3,1,1,6,1,2,1,1,1957,1,1,336,1,1,1,0,40,0,0,0,0,0.91448,2.3613,0.93905,0,5,2007,1,1,150000
523,50,2,50,5000,1,1.0349,1,1,1,2,1,11,2,1,1,3,6,7,1947,1950,1,1,6,6,1,0,1,2,2,1,1,1,3,399,1,0,605,1004,1,1,1,1,1004,660,0,1664,0,0,2,0,3,1,1,7,1,2,1,2,1950,1,2,420,1,1,1,0,24,36,0,0,0,0.87807,1.7764,0.94456,0,10,2006,1,1,159000
524,60,1,130,40094,1,1.2911,2,2,1,1,1,4,5,5,1,2,10,5,2007,2008,2,1,6,6,3,762,3,1,1,3,1,3,2,2260,1,0,878,3138,1,1,1,1,3138,1538,0,4676,1,0,3,1,3,1,3,11,1,1,1,3,2007,3,3,884,1,1,1,208,406,0,0,0,0,0.72726,0.55845,0.87986,0,10,2007,2,2,184750
525,60,1,95,11787,1,1.017,2,1,1,1,1,14,1,1,1,2,7,5,1996,1997,1,1,1,1,2,594,2,1,1,2,1,1,2,719,1,0,660,1379,1,1,1,1,1383,1015,0,2398,1,0,2,1,3,1,2,8,1,1,2,1,1996,3,3,834,1,1,1,239,60,0,0,0,0,0.97785,1.4484,0.92671,0,8,2007,1,1,315750
526,20,3,62,7500,1,2,1,1,1,1,1,5,1,1,1,1,7,5,2005,2005,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,1257,1257,1,1,1,1,1266,0,0,1266,0,0,2,0,3,1,2,6,1,1,2,1,2005,1,2,453,1,1,1,38,144,0,0,0,0,1.0444,0.23117,0.94061,0,4,2006,1,1,176000
527,20,1,70,13300,1,1.3444,1,1,1,1,1,1,1,1,1,1,5,7,1956,2000,2,1,4,4,1,0,1,1,2,2,1,1,5,377,1,0,551,928,1,2,1,1,928,0,0,928,0,0,1,0,2,1,1,4,1,0,0.6531,1,1956,1,1,252,1,1,1,261,0,156,0,0,0,0.8835,1.5764,0.85422,0,6,2007,1,1,132000
528,60,1,67,14948,1,0.96508,2,1,1,1,1,7,1,1,1,2,9,5,2008,2008,2,1,1,1,3,268,3,1,1,3,1,2,2,1330,1,0,122,1452,1,1,1,1,1476,1237,0,2713,1,0,2,1,3,1,3,11,1,1,1,1,2008,3,3,858,1,1,1,126,66,0,0,0,0,1.0947,2.211,1.2485,0,11,2008,2,2,446261
529,30,1,58,9098,1,0.76956,2,1,1,1,1,4,1,1,1,1,4,7,1920,2002,1,1,4,4,1,0,1,1,3,1,1,4,3,348,1,0,180,528,1,1,1,1,605,0,0,605,1,0,1,0,2,1,1,5,1,0,0.13933,1.7232,2005,1.8271,0,0,1.1738,1.1547,2,0,0,144,0,0,0,0.94002,2.9822,0.80702,0,7,2007,1,1,86000
530,20,1,59.997,32668,1,1.105,2,1,1,3,1,12,1,1,1,1,6,3,1957,1975,2,1,4,13,3.2722,-0.0055456,2,1,1,1,1,1,5,1219,1,0,816,2035,1,2,1,1,2515,0,0,2515,1,0,3,0,4,2,1,9,5,2,2,1,1975,2,2,484,1,1,1,0,0,200,0,0,0,0.96442,2.4189,0.96748,0,3,2007,1,5,200624
531,80,1,85,10200,1,0.96992,1,1,1,1,1,15,1,1,1,4,6,5,1988,1989,1,1,2,3,2,219,2,1,2,2,1,2,2,783,1,0,678,1461,1,1,1,1,1509,0,0,1509,1,0,2,0,3,1,2,5,1,1,3,1,1988,2,2,600,1,1,1,224,0,0,0,0,0,0.71341,0.23199,0.74386,0,8,2008,1,3,175000
532,70,2,60,6155,1,0.9827,2,1,1,5,1,11,8,2,1,2,6,8,1920,1999,1,1,4,4,1,0,1,1,3,4,3,4,1,0,1,0,611,611,1,1,1,1,751,611,0,1362,0,0,2,0,3,1,1,6,1,0,0.093613,2,1920,3,2,502,1,2,1,0,0,84,0,0,0,0.94819,-0.66335,0.84996,0,6,2008,1,1,128000
533,20,1,60,7200,1,0.79672,1,1,1,1,1,1,1,1,1,1,5,7,1955,2007,1,1,1,1,1,0,1,1,4,1.1397,1.4134,0.3484,0.81204,0,1.3422,0,0,0,1,1,1,1,827,0,0,827,0,0,1,0,2,1,1,5,4,1,5,2,1967,1,1,392,1,1,1,0,0,0,0,0,0,1.0129,2.8651,0.7312,0,4,2010,1,1,107500
534,20,1,50,5000,1,1.1652,1,4,1,1,2,11,1,1,1,1,1,3,1946,1950,1,1,1,1,1,0,4,3,4,1.5372,2.5785,1.3217,0.83499,0,3.7909,0,0,0,1,4,2,3,334,0,0,334,0,0,1,0,1,1,4,2,1,0,2.1023,-0.59412,2005,2.359,0,0,1.7484,1.9353,2,0,0,0,0,0,0,1.2793,-0.91201,1.198,0,1,2007,1,1,39300
535,60,1,74,9056,1,1.0628,2,1,1,1,1,6,1,1,1,2,8,5,2004,2004,1,1,1,1,1,0,2,1,1,3,2,2,1,0,1,0,707,707,1,1,1,1,707,707,0,1414,0,0,2,1,3,1,2,6,1,1,1,1,2004,3,2,403,1,1,1,100,35,0,0,0,0,0.96948,0.69305,0.96824,0,10,2006,1,1,178000
536,190,1,70,7000,1,1.0628,1,1,1,1,1,4,1,1,5,2,5,7,1910,1991,1,1,3,2,1,0,1,1,2,2,1,3,2,969,1,0,148,1117,1,2,1,1,820,527,0,1347,1,0,1,0,3,1,1,5,1,0,1.064,2.1131,2005,-1.4868,0,0,1.2414,1.0303,2,85,0,148,0,0,0,1.0162,0.2391,0.74432,0,1,2008,1,1,107500
537,60,1,57,8924,1,1.0836,2,1,1,3,1,2,1,1,1,2,7,5,1998,1999,1,1,1,1,1,0,1,1,1,2,1,2,1,0,1,0,880,880,1,1,1,1,880,844,0,1724,0,0,2,1,3,1,2,8,1,0,-0.64034,1,1998,3,2,527,1,1,1,120,155,0,0,0,0,0.85976,2.5379,1.0466,0,7,2008,1,1,188000
538,20,1,60.031,12735,1,1.0516,2,1,1,4,1,1,1,1,1,1,4,5,1972,1972,2,1,3,2,1,0,1,1,2,1,1,1,4,600,1,0,264,864,1,2,1,1,864,0,0,864,0,0,1,0,3,1,1,5,1,0,1.2685,2,1980,1,2,576,1,1,1,216,0,0,0,0,0,0.82788,4,0.93427,0,4,2008,3,1,111250
539,20,1,59.975,11553,1,0.81967,2,1,1,1,1,8,1,1,1,1,5,5,1968,1968,2,1,5,5,2,188,1,1,2,1,1,1,4,673,1,0,378,1051,1,2,1,1,1159,0,0,1159,0,0,1,1,3,1,1,7,1,1,3,1,1968,1,1,336,1,1,1,466,0,0,0,0,0,0.8718,2.2237,1.0289,0,7,2006,1,1,158000
540,20,1,60.034,11423,1,1.1469,1,1,1,1,1,2,1,1,1,1,8,5,2001,2002,1,1,1,1,2,479,2,1,1,2,1,2,2,1358,1,0,223,1581,1,1,1,1,1601,0,0,1601,1,0,2,0,3,1,2,6,1,1,2,1,2001,2,2,670,1,1,1,180,0,0,0,0,0,1.2536,1,1,2000,5,2010,1,1,272000
541,20,1,85,14601,1,1.1946,1,1,1,1,1,15,1,1,1,1,9,5,2006,2006,2,1,1,1,2,584,3,1,1,3,1,2,2,1260,1,0,578,1838,1,1,1,1,1838,0,0,1838,1,0,2,0,2,1,3,8,1,1,1,1,2006,3,3,765,1,1,1,270,68,0,0,0,0,1.009,1.9603,1.0057,0,3,2009,1,1,315000
542,60,1,60.035,11000,1,1.1251,1,1,1,4,1,14,1,1,1,2,8,5,2000,2000,1,1,1,1,2,72,2,1,1,2,1,1,1,0,1,0,969,969,1,1,1,1,997,1288,0,2285,0,0,2,1,4,1,2,8,1,1,2,3,2000,3,3,648,1,1,1,0,56,0,0,0,0,1.1551,1.0708,0.91444,0,6,2007,1,1,248000
543,20,1,78,10140,1,1.0636,1,1,1,1,1,9,4,1,1,1,7,5,1998,1999,2,1,1,1,1,0,2,1,1,3,1,1,6,144,6,1127,379,1650,1,1,1,1,1680,0,0,1680,1,0,2,0,3,1,2,7,5,1,2,1,1998,3,2,583,1,1,1,78,73,0,0,0,0,1.3231,1.8703,1.2734,0,6,2009,1,1,213250
544,120,4,34,4058,1,1.9555,1,1,1,1,1,1,1,1,2,5,7,5,1998,1998,1,1,3,2,2,182,1,1,1,2,1,2,2,584,3,139,0,723,1,1,1,1,767,0,0,767,1,0,1,0,1,1,1,4,1,0,0.032537,1,1998,3,1,367,1,1,1,120,40,0,0,0,0,0.92893,1.6813,0.86045,0,6,2007,1,1,133000
